model_name,kv_cache_type,context_length_target,base_vram_mb,peak_vram_mb,dynamic_vram_mb,ttft_ms,itl_ms,throughput_tokens_per_s,perplexity,exact_match,f1_score,kv_cache_compression_ratio,gpu_memory_efficiency_index
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16327.75,1793.98,242.86,12.78,57.61,3.5324,1.0,1.0,25.0%,0.03211
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16268.14,1734.37,190.79,14.97,59.2,3.3899,1.0,1.0,25.0%,0.03413
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16373.72,1839.95,261.18,13.95,61.42,4.0469,1.0,1.0,25.0%,0.03338
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16270.87,1737.1,180.12,13.38,61.58,4.4324,0.0,0.0,25.0%,0.03545
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16334.66,1800.89,181.94,12.59,63.79,4.1192,1.0,1.0,25.0%,0.03542
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16354.4,1820.62,245.35,13.06,66.56,3.5673,1.0,1.0,25.0%,0.03656
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16278.07,1744.3,201.03,12.64,70.25,3.6584,1.0,1.0,25.0%,0.04027
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16332.85,1799.08,205.8,13.19,61.67,3.6591,1.0,1.0,25.0%,0.03428
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16240.44,1706.67,270.02,13.81,53.92,4.1826,1.0,1.0,25.0%,0.0316
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16292.5,1758.73,180.41,15.38,59.11,4.0178,1.0,1.0,25.0%,0.03361
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16240.61,1706.84,256.85,12.44,60.04,4.2667,1.0,1.0,25.0%,0.03518
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16336.96,1803.18,278.43,16.18,46.86,3.4907,1.0,1.0,25.0%,0.02599
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16352.14,1818.37,244.25,13.32,65.34,4.1242,0.0,0.0,25.0%,0.03593
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16307.52,1773.75,274.44,14.7,58.09,4.4096,0.0,0.0,25.0%,0.03275
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16353.88,1820.11,205.12,12.6,69.89,3.6688,1.0,1.0,25.0%,0.0384
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16380.71,1846.94,254.48,16.93,52.78,4.4408,1.0,1.0,25.0%,0.02857
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16245.04,1711.27,234.67,15.35,57.95,3.6659,1.0,1.0,25.0%,0.03386
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16403.65,1869.88,222.6,16.36,48.63,3.631,1.0,1.0,25.0%,0.02601
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16240.33,1706.56,230.32,13.03,66.52,4.2081,1.0,1.0,25.0%,0.03898
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16305.25,1771.48,273.8,13.89,61.22,4.0952,1.0,1.0,25.0%,0.03456
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16250.13,1716.36,196.01,13.36,63.13,4.4294,1.0,1.0,25.0%,0.03678
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16258.54,1724.77,182.04,14.67,62.1,3.5442,1.0,1.0,25.0%,0.03601
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16392.31,1858.54,194.71,16.56,53.13,3.9908,1.0,1.0,25.0%,0.02858
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16283.28,1749.5,277.34,12.02,67.21,4.0609,1.0,1.0,25.0%,0.03842
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16328.82,1795.05,242.77,16.96,48.19,3.5563,1.0,1.0,25.0%,0.02685
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16400.6,1866.83,189.6,13.97,57.62,3.4608,1.0,1.0,25.0%,0.03086
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16305.68,1771.91,199.98,16.42,55.32,3.3938,1.0,1.0,25.0%,0.03122
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16372.97,1839.2,252.95,13.81,58.77,4.2721,1.0,1.0,25.0%,0.03196
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16327.16,1793.39,238.93,14.9,57.05,4.236,1.0,1.0,25.0%,0.03181
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16293.81,1760.04,197.24,17.18,52.33,3.8713,1.0,1.0,25.0%,0.02973
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16374.63,1840.86,207.14,15.36,58.05,4.3166,1.0,1.0,25.0%,0.03153
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16351.87,1818.09,248.86,13.26,65.56,4.0239,1.0,1.0,25.0%,0.03606
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16387.51,1853.74,222.54,16.51,51.34,3.6694,1.0,1.0,25.0%,0.0277
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16299.47,1765.7,193.16,14.99,56.59,3.9355,1.0,1.0,25.0%,0.03205
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16321.93,1788.16,189.69,12.75,68.0,4.3899,1.0,1.0,25.0%,0.03803
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16261.75,1727.98,194.55,16.93,54.05,4.0961,1.0,1.0,25.0%,0.03128
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16422.15,1888.37,255.7,15.77,55.05,3.4771,1.0,1.0,25.0%,0.02915
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16269.67,1735.9,226.54,17.43,49.69,4.2095,1.0,1.0,25.0%,0.02862
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16367.55,1833.77,255.4,17.53,49.93,3.7172,1.0,1.0,25.0%,0.02723
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16341.66,1807.88,206.89,14.72,58.19,3.7139,1.0,1.0,25.0%,0.03218
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16286.53,1752.76,198.41,12.9,62.51,4.1522,1.0,1.0,25.0%,0.03566
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16368.84,1835.07,226.88,16.93,51.83,4.064,1.0,1.0,25.0%,0.02824
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16326.23,1792.45,182.89,13.89,58.67,4.0863,1.0,1.0,25.0%,0.03273
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16429.98,1896.21,189.54,17.38,51.07,4.292,1.0,1.0,25.0%,0.02694
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16296.1,1762.33,248.73,13.36,54.82,3.844,0.0,0.0,25.0%,0.03111
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16421.73,1887.96,234.85,12.11,67.92,3.9197,1.0,1.0,25.0%,0.03598
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16347.7,1813.93,277.13,13.99,61.56,4.257,1.0,1.0,25.0%,0.03394
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16252.69,1718.92,279.42,16.94,50.89,4.0213,1.0,1.0,25.0%,0.0296
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16272.2,1738.42,201.02,14.25,60.76,4.3373,1.0,1.0,25.0%,0.03495
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16421.84,1888.07,279.68,12.21,56.52,4.1373,1.0,1.0,25.0%,0.02994
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16377.93,1844.16,247.75,16.86,50.01,4.0191,0.0,0.0,25.0%,0.02712
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16343.68,1809.91,220.51,15.86,53.19,3.576,1.0,1.0,25.0%,0.02939
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16417.61,1883.84,262.96,17.97,48.73,3.4588,1.0,1.0,25.0%,0.02587
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16264.36,1730.58,213.0,16.85,50.17,3.9258,1.0,1.0,25.0%,0.02899
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16324.02,1790.25,262.95,16.02,53.78,3.395,1.0,1.0,25.0%,0.03004
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16254.22,1720.44,218.19,13.38,66.04,3.5026,1.0,1.0,25.0%,0.03839
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16240.78,1707.01,212.79,17.87,46.83,3.9371,1.0,1.0,25.0%,0.02743
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16328.82,1795.04,244.26,15.44,50.1,3.8926,0.0,0.0,25.0%,0.02791
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16270.08,1736.31,278.03,14.59,56.88,4.353,1.0,1.0,25.0%,0.03276
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16234.8,1701.03,190.82,12.33,70.67,3.4928,0.0,0.0,25.0%,0.04154
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16426.47,1892.69,204.57,12.98,65.11,4.172,1.0,1.0,25.0%,0.0344
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16273.53,1739.76,229.56,13.27,57.56,3.4499,1.0,1.0,25.0%,0.03309
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16269.62,1735.85,268.15,17.31,51.3,3.9769,1.0,1.0,25.0%,0.02955
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16418.07,1884.3,218.06,12.48,66.58,4.43,1.0,1.0,25.0%,0.03534
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16236.97,1703.2,224.13,17.03,48.96,4.0352,1.0,1.0,25.0%,0.02875
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16283.69,1749.92,263.71,12.24,68.64,4.4309,0.0,0.0,25.0%,0.03922
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16410.56,1876.79,222.01,13.48,63.95,4.2565,1.0,1.0,25.0%,0.03407
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16253.17,1719.4,241.55,16.31,54.41,4.1543,1.0,1.0,25.0%,0.03164
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16418.3,1884.52,251.17,12.4,65.96,3.7536,1.0,1.0,25.0%,0.035
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16335.47,1801.7,260.88,13.08,64.72,4.3489,0.0,0.0,25.0%,0.03592
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16366.16,1832.38,243.37,14.74,52.17,3.9198,1.0,1.0,25.0%,0.02847
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16431.68,1897.91,216.75,12.56,61.58,3.3855,1.0,1.0,25.0%,0.03245
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16312.83,1779.05,226.08,16.14,55.58,4.0478,1.0,1.0,25.0%,0.03124
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16366.5,1832.73,244.82,16.61,51.82,3.9175,1.0,1.0,25.0%,0.02828
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16241.04,1707.27,199.1,12.66,67.26,3.614,1.0,1.0,25.0%,0.03939
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16270.55,1736.77,261.14,15.72,54.4,3.639,1.0,1.0,25.0%,0.03132
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16417.37,1883.6,181.49,13.55,64.6,4.2362,1.0,1.0,25.0%,0.03429
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16314.36,1780.59,260.54,13.01,61.63,3.8976,1.0,1.0,25.0%,0.03461
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16397.08,1863.3,226.43,13.21,66.25,4.1971,0.0,0.0,25.0%,0.03556
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16326.85,1793.07,220.5,13.47,62.24,4.3468,1.0,1.0,25.0%,0.03471
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16358.82,1825.05,267.09,16.69,53.21,3.4506,1.0,1.0,25.0%,0.02915
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16304.93,1771.16,207.32,17.4,47.53,3.8447,1.0,1.0,25.0%,0.02683
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16261.45,1727.68,202.87,16.27,49.75,3.3599,1.0,1.0,25.0%,0.0288
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16310.01,1776.24,277.6,13.76,55.26,3.7285,1.0,1.0,25.0%,0.03111
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16368.19,1834.42,276.51,14.15,58.19,3.5954,1.0,1.0,25.0%,0.03172
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16363.88,1830.11,201.21,12.0,69.31,3.9154,1.0,1.0,25.0%,0.03787
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16305.95,1772.17,232.63,14.84,59.13,3.8623,1.0,1.0,25.0%,0.03336
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16334.88,1801.1,198.78,17.34,52.26,4.1731,1.0,1.0,25.0%,0.02902
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16240.91,1707.13,231.83,12.26,68.51,3.3869,1.0,1.0,25.0%,0.04013
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16275.74,1741.97,258.34,17.9,47.04,4.0382,,,25.0%,0.02701
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16253.92,1720.15,279.79,16.38,53.71,3.6311,,,25.0%,0.03122
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16390.4,1856.62,263.61,12.68,56.64,3.9559,,,25.0%,0.0305
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16432.65,1898.88,194.32,16.29,53.52,3.5644,,,25.0%,0.02818
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16301.3,1767.53,237.42,17.64,46.31,4.1779,,,25.0%,0.0262
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16297.46,1763.68,269.5,14.51,56.05,4.2053,,,25.0%,0.03178
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16386.05,1852.28,208.0,15.65,55.44,3.6898,,,25.0%,0.02993
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16240.71,1706.93,213.05,14.22,54.34,3.7003,,,25.0%,0.03184
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16374.97,1841.19,189.0,12.24,69.76,3.8228,,,25.0%,0.03789
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16318.68,1784.9,213.19,14.58,61.49,4.2936,,,25.0%,0.03445
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16276.62,1742.85,235.08,17.36,49.36,3.5857,,,25.0%,0.02832
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16370.8,1837.03,269.77,17.7,49.99,4.3556,,,25.0%,0.02721
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16290.39,1756.61,262.87,15.98,53.66,3.896,,,25.0%,0.03055
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16373.08,1839.31,276.89,13.57,57.25,3.6741,,,25.0%,0.03113
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16307.13,1773.36,207.67,17.04,47.18,3.9408,,,25.0%,0.0266
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16391.31,1857.54,196.93,14.56,60.76,3.8371,,,25.0%,0.03271
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16280.17,1746.4,243.8,15.14,55.64,4.2517,,,25.0%,0.03186
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16307.65,1773.88,250.6,13.71,57.82,3.7181,,,25.0%,0.0326
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16314.39,1780.62,186.0,13.29,61.0,3.5916,,,25.0%,0.03426
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16431.42,1897.64,247.61,15.41,57.18,3.4921,,,25.0%,0.03013
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16263.7,1729.93,244.38,15.76,55.48,3.3905,,,25.0%,0.03207
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16341.49,1807.72,190.46,16.55,51.67,4.2992,,,25.0%,0.02858
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16373.55,1839.78,233.59,12.15,61.27,4.3071,,,25.0%,0.0333
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16353.15,1819.37,191.75,14.57,60.94,3.688,,,25.0%,0.0335
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16346.78,1813.01,245.96,13.78,53.76,3.9217,,,25.0%,0.02965
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16375.87,1842.1,199.79,16.35,54.37,3.4144,,,25.0%,0.02952
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16303.17,1769.39,235.81,12.23,68.35,3.7679,,,25.0%,0.03863
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16341.13,1807.36,264.64,17.51,50.17,3.7788,,,25.0%,0.02776
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16322.15,1788.37,196.71,13.59,63.27,4.1532,,,25.0%,0.03538
vinai/PhoGPT-7B5-Instruct,HQQ,8000,14533.77,16322.92,1789.15,186.53,15.78,57.73,4.4028,,,25.0%,0.03227
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17957.74,3457.11,196.31,12.09,73.28,3.7991,1.0,1.0,25.0%,0.0212
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17963.51,3462.88,228.99,17.63,48.55,3.9293,1.0,1.0,25.0%,0.01402
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,18000.34,3499.7,264.1,12.01,65.14,4.1014,1.0,1.0,25.0%,0.01861
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17834.28,3333.64,251.42,13.67,57.94,4.238,0.0,0.0,25.0%,0.01738
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17957.03,3456.4,196.38,16.11,55.98,4.0192,0.0,0.0,25.0%,0.0162
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17868.61,3367.98,279.59,17.59,49.95,4.0787,1.0,1.0,25.0%,0.01483
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17887.69,3387.06,246.89,13.58,64.03,3.6933,1.0,1.0,25.0%,0.01891
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17899.1,3398.46,200.23,14.98,54.08,4.2176,1.0,1.0,25.0%,0.01591
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17952.33,3451.7,199.52,12.34,67.1,3.3417,1.0,1.0,25.0%,0.01944
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17874.27,3373.63,264.86,16.79,46.27,4.3706,0.0,0.0,25.0%,0.01372
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17927.36,3426.73,221.13,13.51,65.62,3.8296,1.0,1.0,25.0%,0.01915
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17973.82,3473.18,196.55,14.83,55.24,4.2996,1.0,1.0,25.0%,0.01591
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17806.59,3305.96,211.13,13.82,61.86,3.7461,1.0,1.0,25.0%,0.01871
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17931.16,3430.53,262.53,16.52,49.58,4.0412,1.0,1.0,25.0%,0.01445
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17856.03,3355.4,257.86,17.22,45.64,4.3585,1.0,1.0,25.0%,0.0136
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17813.89,3313.25,208.85,13.68,64.39,3.9997,1.0,1.0,25.0%,0.01943
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17997.28,3496.64,260.94,16.62,50.69,3.8883,1.0,1.0,25.0%,0.0145
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17877.42,3376.79,241.33,12.11,67.33,3.6025,1.0,1.0,25.0%,0.01994
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17889.68,3389.05,244.91,17.62,49.96,4.0016,1.0,1.0,25.0%,0.01474
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17935.93,3435.3,208.53,15.41,54.97,4.2916,1.0,1.0,25.0%,0.016
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17815.2,3314.57,230.57,12.49,64.89,4.1199,1.0,1.0,25.0%,0.01958
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17802.95,3302.32,189.61,14.86,58.62,4.4323,1.0,1.0,25.0%,0.01775
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17877.43,3376.8,275.07,15.97,54.75,3.4119,0.0,0.0,25.0%,0.01621
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17809.04,3308.41,188.31,12.38,71.34,4.1508,1.0,1.0,25.0%,0.02156
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17834.71,3334.08,248.02,12.37,67.97,4.4492,1.0,1.0,25.0%,0.02039
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17854.3,3353.67,242.84,15.57,51.8,3.769,1.0,1.0,25.0%,0.01545
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17823.25,3322.62,256.41,17.05,45.09,3.8002,1.0,1.0,25.0%,0.01357
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17812.74,3312.11,223.01,12.19,70.67,3.4834,1.0,1.0,25.0%,0.02134
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17847.29,3346.66,279.23,14.08,52.2,4.3481,1.0,1.0,25.0%,0.0156
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17910.48,3409.85,266.84,16.06,52.29,3.9025,0.0,0.0,25.0%,0.01534
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17992.97,3492.33,204.7,14.16,61.31,4.1823,0.0,0.0,25.0%,0.01756
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17843.64,3343.01,220.86,12.48,68.19,4.2215,1.0,1.0,25.0%,0.0204
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17826.03,3325.4,259.49,15.91,54.2,4.0488,1.0,1.0,25.0%,0.0163
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17827.09,3326.46,250.8,17.15,47.99,3.5221,1.0,1.0,25.0%,0.01443
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17871.74,3371.11,251.93,16.4,52.85,3.7106,1.0,1.0,25.0%,0.01568
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17915.82,3415.18,252.5,15.1,50.57,3.9871,0.0,0.0,25.0%,0.01481
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17829.87,3329.24,279.07,13.79,53.02,3.452,1.0,1.0,25.0%,0.01592
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17937.33,3436.7,221.41,13.21,65.38,3.922,1.0,1.0,25.0%,0.01903
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17905.95,3405.31,226.72,16.91,50.91,3.9686,1.0,1.0,25.0%,0.01495
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17812.88,3312.25,273.12,17.21,50.34,3.6572,0.0,0.0,25.0%,0.0152
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17987.33,3486.69,272.98,12.95,61.42,4.0806,1.0,1.0,25.0%,0.01762
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17903.87,3403.24,197.14,13.84,64.43,4.3948,1.0,1.0,25.0%,0.01893
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17956.53,3455.89,266.17,17.81,49.93,4.0113,1.0,1.0,25.0%,0.01445
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17939.76,3439.13,211.27,17.79,49.65,3.6838,0.0,0.0,25.0%,0.01444
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17874.92,3374.29,278.7,12.08,67.01,4.4499,1.0,1.0,25.0%,0.01986
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17904.05,3403.41,272.1,15.24,49.08,3.5632,1.0,1.0,25.0%,0.01442
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17883.11,3382.47,219.71,12.5,69.53,3.3419,0.0,0.0,25.0%,0.02056
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17855.38,3354.75,222.35,12.44,62.83,4.2361,1.0,1.0,25.0%,0.01873
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17907.34,3406.71,278.95,16.31,48.38,4.1716,1.0,1.0,25.0%,0.0142
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17966.2,3465.57,211.79,16.3,54.48,4.3142,1.0,1.0,25.0%,0.01572
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17953.23,3452.59,209.06,17.13,52.35,3.7222,0.0,0.0,25.0%,0.01516
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17911.5,3410.87,198.93,12.79,66.21,3.4642,1.0,1.0,25.0%,0.01941
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17872.85,3372.22,274.06,15.49,55.82,3.6582,1.0,1.0,25.0%,0.01655
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17951.46,3450.83,268.11,16.66,51.4,4.2347,1.0,1.0,25.0%,0.0149
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17923.12,3422.49,238.3,17.34,47.47,4.1085,0.0,0.0,25.0%,0.01387
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17877.21,3376.58,232.6,12.08,63.64,3.4391,1.0,1.0,25.0%,0.01885
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17834.39,3333.75,279.2,15.53,49.15,4.4387,1.0,1.0,25.0%,0.01474
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17879.51,3378.88,260.79,17.0,51.69,3.7822,1.0,1.0,25.0%,0.0153
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17995.6,3494.97,238.8,16.94,52.64,3.6336,0.0,0.0,25.0%,0.01506
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17867.51,3366.88,214.17,17.59,51.65,4.1092,1.0,1.0,25.0%,0.01534
vinai/PhoGPT-7B5-Instruct,HQQ,16000,14500.63,17859.87,3359.24,243.69,12.06,69.1,3.674,1.0,1.0,25.0%,0.02057
